"Parasite.species","Host.no","Stage","hosts","hs","var.hs","stage2","maxLCL","abs_diff","rel_diff"
"Macracanthorhynchus ingens",1,"1larv",5,4,2,"larva",3,2.25760493136262,3.39101298650499
"Macracanthorhynchus ingens",2,"2larv",9,3.88888888888889,1.70987654320988,"larva",3,1.94353161715121,0.269637187290752
"Macracanthorhynchus ingens",3,"adult",2,3,0,"adult",3,8810.88112951837,3.32176473585515
"Mastophorus muris",1,"1larv",15,3.76190476190476,0.3718820861678,"larva",2,0.00245257413493981,2.09118638654141
"Mastophorus muris",2,"adult",8,2.57142857142857,0.316326530612245,"adult",2,159.418708461592,4.80938908433961
"Mathevolepis skrjabini",1,"1larv",2,1,0,"larva",2,0.00902397618801827,1.62535169295131
"Mathevolepis skrjabini",2,"adult",1,1,NA,"adult",2,NA,NA
"Mathevotaenia deserti",1,"1larv",5,3.1,0.69,"larva",2,0.0152755753990599,1.34653127937462
"Mathevotaenia deserti",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2,NA,NA
"Mathevotaenia symmetrica",1,"1larv",7,3.04761904761905,0.616780045351474,"larva",2,0.0141625353018318,1.50658974349046
"Mathevotaenia symmetrica",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2,NA,NA
"Maupasina weissi",1,"1larv",1,1,NA,"larva",2,0.00850280560174181,0.586764682912779
"Maupasina weissi",2,"adult",1,1,NA,"adult",2,4.73646113956851,2.61678327539852
"Mediorhynchus centurorum",1,"1larv",1,1,NA,"larva",2,0.167598807479483,2.68019875303901
"Mediorhynchus centurorum",2,"adult",1,1,NA,"adult",2,43.3745246354936,2.41373427585527
"Mediorhynchus grandis",1,"1larv",4,2,0,"larva",2,0.226424141494363,2.52578966769904
"Mediorhynchus grandis",2,"adult",4,2.5,0.25,"adult",2,40.5421323708863,2.25411370209184
"Megalobatrachonema terdentatum",1,"1larv",3,6,0,"larva",2,NA,NA
"Megalobatrachonema terdentatum",2,"adult",2,2,0,"adult",2,NA,NA
"Megathylacoides giganteum",1,"1larv",2,1,0,"larva",3,0.000930821178335181,0.388462688157344
"Megathylacoides giganteum",2,"2larv",1,1,NA,"larva",3,NA,NA
"Megathylacoides giganteum",3,"adult",5,1.8,0.16,"adult",3,NA,NA
"Mesidionema praecomasculatis",1,"adult",1,1,NA,"adult",1,0.0499531358910388,1.22749315082936
"Metacanthocephalus johnstoni",1,"1larv",1,NA,NA,"larva",2,NA,NA
"Metacanthocephalus johnstoni",2,"adult",5,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Metastrongylus apri",1,"1larv",12,NA,NA,"larva",2,0.000340616187891186,1.0187459205827
"Metastrongylus apri",2,"adult",7,3.38095238095238,0.521541950113379,"adult",2,6.50085000189157,4.23700633294088
"Metastrongylus pudendotectus",1,"1larv",4,1.66666666666667,0.222222222222222,"larva",2,0.000321577154662727,0.911828601369602
"Metastrongylus pudendotectus",2,"adult",1,1,NA,"adult",2,NA,NA
"Metastrongylus salmi",1,"1larv",2,2,0,"larva",2,NA,NA
"Metastrongylus salmi",2,"adult",1,1,NA,"adult",2,NA,NA
"Metroliasthes lucida",1,"1larv",6,3.3,0.81,"larva",2,0.126582752894461,2.38951554586108
"Metroliasthes lucida",2,"adult",3,2.66666666666667,0.222222222222222,"adult",2,NA,NA
"Microcephaloides variabilis",1,"1larv",2,3,0,"larva",2,0.00688702559513833,1.27005976523736
"Microcephaloides variabilis",2,"adult",4,2,1,"adult",2,NA,NA
"Micropleura indica",1,"1larv",1,1,NA,"larva",2,0.000256758047887995,0.286585677093022
"Micropleura indica",2,"adult",2,2,0,"adult",2,14.1169494458631,4.42426184634957
"Microsomacanthus albertensis",1,"1larv",1,1,NA,"larva",2,NA,NA
"Microsomacanthus albertensis",2,"adult",2,2,0,"adult",2,NA,NA
"Microsomacanthus compressa",1,"1larv",6,1.93333333333333,0.0622222222222222,"larva",3,NA,NA
"Microsomacanthus compressa",2,"2larv",6,2.8,2.16,"larva",3,-0.00595730833755503,-0.0857971137897531
"Microsomacanthus compressa",3,"adult",8,1.53571428571429,0.248724489795918,"adult",3,NA,NA
"Microsomacanthus diorchis",1,"1larv",2,3,0,"larva",2,NA,NA
"Microsomacanthus diorchis",2,"adult",1,1,NA,"adult",2,NA,NA
"Microsomacanthus ductilis",1,"1larv",2,1,NA,"larva",2,NA,NA
"Microsomacanthus ductilis",2,"adult",4,2.5,2.25,"adult",2,NA,NA
"Microsomacanthus hopkinsi",1,"1larv",1,1,NA,"larva",2,0.0176242627918071,1.74540767979538
"Microsomacanthus hopkinsi",2,"adult",8,1.75,0.1875,"adult",2,NA,NA
"Microsomacanthus microskrjabini",1,"1larv",1,1,NA,"larva",2,NA,NA
"Microsomacanthus microskrjabini",2,"adult",3,3.33333333333333,0.888888888888889,"adult",2,NA,NA
"Microsomacanthus paracompressa",1,"1larv",6,1.86666666666667,0.115555555555556,"larva",3,0.0286757243109827,1.96383601797395
"Microsomacanthus paracompressa",2,"2larv",10,3,1.5,"larva",3,-0.00455864074491494,-0.0742983302553375
"Microsomacanthus paracompressa",3,"adult",6,1.6,0.24,"adult",3,NA,NA
"Microsomacanthus paramicrosoma",1,"1larv",2,2,0,"larva",3,0.0284270152852726,1.89008413697621
"Microsomacanthus paramicrosoma",2,"2larv",5,3.1,1.89,"larva",3,-0.00541401133968641,-0.0904439707588247
"Microsomacanthus paramicrosoma",3,"adult",3,1.66666666666667,0.222222222222222,"adult",3,NA,NA
"Microsomacanthus paraparvula",1,"1larv",1,1,NA,"larva",2,0.079657961525035,2.2768524200204
"Microsomacanthus paraparvula",2,"adult",7,1.80952380952381,0.154195011337868,"adult",2,NA,NA
"Microsomacanthus pusilla",1,"1larv",1,1,NA,"larva",2,0.0134716728973686,1.63876145657615
"Microsomacanthus pusilla",2,"adult",2,1,0,"adult",2,NA,NA
"Microsomacanthus spinocirrosa",1,"1larv",1,1,NA,"larva",2,0.0144001902410912,1.50444383561314
"Microsomacanthus spinocirrosa",2,"adult",4,1,0,"adult",2,NA,NA
"Microsomacanthus spiralibursata",1,"1larv",4,3.5,2.25,"larva",3,NA,NA
"Microsomacanthus spiralibursata",2,"2larv",8,3.32142857142857,2.28954081632653,"larva",3,0.00186121038768049,0.0319533840721966
"Microsomacanthus spiralibursata",3,"adult",5,1.6,0.24,"adult",3,NA,NA
"Microsomacanthus trombidacantha",1,"1larv",1,1,NA,"larva",2,0.0113187394518635,1.46350905395406
"Microsomacanthus trombidacantha",2,"adult",1,1,NA,"adult",2,NA,NA
"Microsomacanthus tuvensis",1,"1larv",2,3,0,"larva",2,0.0117943373097089,1.27386679743061
"Microsomacanthus tuvensis",2,"adult",8,1.64285714285714,0.229591836734694,"adult",2,NA,NA
"Microtetrameres centuri",1,"1larv",1,1,NA,"larva",2,0.00204126168618224,0.474255812912759
"Microtetrameres centuri",2,"adult",4,3.16666666666667,1.13888888888889,"adult",2,0.711116669268754,2.36638320752832
"Microtetrameres corax",1,"1larv",2,4,0,"larva",2,0.00751965498002563,0.993103705102323
"Microtetrameres corax",2,"adult",2,2,0,"adult",2,0.783573090161013,1.97596554176286
"Microtetrameres helix",1,"1larv",3,3,2,"larva",2,1.34556266892916,3.22700696831443
"Microtetrameres helix",2,"adult",2,4,0,"adult",2,-0.518420383707632,-0.211162345228554
"Microtetrameres inermis",1,"1larv",2,2,0,"larva",2,0.00366317382857279,0.728579188181154
"Microtetrameres inermis",2,"adult",7,2.93333333333333,1.12888888888889,"adult",2,0.960571573817815,2.33089140733733
"Molineus barbatus",1,"adult",5,3,0,"adult",1,NA,NA
"Molluscotaenia crassiscolex",1,"1larv",6,2.86666666666667,0.248888888888889,"larva",2,0.1787839734803,2.88504851849999
"Molluscotaenia crassiscolex",2,"adult",3,1,0,"adult",2,NA,NA
"Molluscotaenia estavarensis",1,"1larv",1,1,NA,"larva",2,NA,NA
"Molluscotaenia estavarensis",2,"adult",1,1,NA,"adult",2,NA,NA
"Moniezia benedeni",1,"1larv",8,2.46666666666667,0.782222222222222,"larva",2,0.0108651220960849,1.59851488389299
"Moniezia benedeni",2,"adult",6,2.53333333333333,0.382222222222222,"adult",2,NA,NA
"Moniezia expansa",1,"1larv",11,2.55555555555556,0.635802469135803,"larva",2,0.0115146037911809,0.874474696396741
"Moniezia expansa",2,"adult",9,2.5,0.416666666666667,"adult",2,NA,NA
"Moniliformis clarki",1,"1larv",2,1,0,"larva",2,0.0306841972469993,1.66596001748404
"Moniliformis clarki",2,"adult",11,2.58181818181818,0.31603305785124,"adult",2,696.740379295913,4.34670133662635
"Moniliformis moniliformis",1,"1larv",3,3.66666666666667,0.222222222222222,"larva",2,0.536720425107249,2.55467832273339
"Moniliformis moniliformis",2,"adult",3,2.33333333333333,0.888888888888889,"adult",2,697.582342330065,3.11296972280448
"Monobothrium hunteri",1,"1larv",1,1,NA,"larva",2,0.05177580312565,2.02588051897998
"Monobothrium hunteri",2,"adult",3,1,0,"adult",2,NA,NA
"Monobothrium ingens",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2,0.0644478294279402,1.79613430385202
"Monobothrium ingens",2,"adult",2,1,0,"adult",2,NA,NA
"Monobothrium ulmeri",1,"1larv",1,1,NA,"larva",2,0.181450810114148,2.4962944134551
"Monobothrium ulmeri",2,"adult",5,1.7,0.21,"adult",2,NA,NA
"Monoecocestus sigmodontis",1,"1larv",5,3,0,"larva",2,0.00530515515423952,1.5168257625323
"Monoecocestus sigmodontis",2,"adult",1,1,NA,"adult",2,NA,NA
"Monoecocestus sp.",1,"1larv",9,2.91666666666667,0.131944444444444,"larva",2,0.0134209885358907,1.9118485078483
"Monoecocestus sp.",2,"adult",1,1,NA,"adult",2,NA,NA
"Mosgovoyia pectinata",1,"1larv",2,3,0,"larva",2,0.00772878916672893,0.529635646019073
"Mosgovoyia pectinata",2,"adult",11,1.32727272727273,0.256528925619835,"adult",2,NA,NA
"Muellerius capillaris",1,"1larv",37,NA,NA,"larva",2,0.00148821950313165,1.17707681620757
"Muellerius capillaris",2,"adult",3,2,0,"adult",2,0.0675747717354289,1.63735180999425
"Muspicea borreli",1,"adult",1,1,NA,"adult",1,NA,NA
"Nematodiroides zembrae",1,"adult",1,1,NA,"adult",1,0.0700766121496477,2.04579221681154
"Nematodirus abnormalis",1,"adult",2,2,0,"adult",1,NA,NA
"Nematodirus battus",1,"adult",2,4,0,"adult",1,NA,NA
"Nematodirus filicollis",1,"adult",2,2,0,"adult",1,0.581897326833426,2.95018575930159
"Nematodirus helvetianus",1,"adult",1,1,NA,"adult",1,NA,NA
"Nematodirus spathiger",1,"adult",4,3.33333333333333,0.555555555555556,"adult",1,NA,NA
"Nematoparataenia southwelli",1,"1larv",2,2,0,"larva",2,0.0179081384129824,2.16121197763049
"Nematoparataenia southwelli",2,"adult",1,1,NA,"adult",2,NA,NA
"Neocamallanus ophiocephali",1,"1larv",2,2,0,"larva",2,NA,NA
"Neocamallanus ophiocephali",2,"adult",3,4,0,"adult",2,NA,NA
"Neoctenotaenia ctenoides",1,"1larv",3,3,0,"larva",2,0.0102520640262147,1.65801139665711
"Neoctenotaenia ctenoides",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Neoechinorhynchus cristatus",1,"1larv",1,1,NA,"larva",2,NA,NA
"Neoechinorhynchus cristatus",2,"adult",3,1,0,"adult",2,NA,NA
"Neoechinorhynchus cylindratus",1,"1larv",2,2,0,"larva",4,0.00460910912189793,0.779170482210061
"Neoechinorhynchus cylindratus",2,"2larv",3,1,0,"larva",4,0.170645569718928,1.50334691364275
"Neoechinorhynchus cylindratus",3,"adult",5,2.6,1.44,"adult",4,1.99074453270081,1.08990097532117
"Neoechinorhynchus cylindratus",4,"adult",1,1,NA,"adult",4,NA,NA
"Neoechinorhynchus emydis",1,"1larv",1,1,NA,"larva",3,NA,NA
"Neoechinorhynchus emydis",2,"2larv",1,1,NA,"larva",3,NA,NA
"Neoechinorhynchus emydis",3,"adult",3,1,0,"adult",3,13.9142829134207,2.2347741227062
"Neoechinorhynchus rutili",1,"1larv",3,1,0,"larva",4,0.0154955916045663,2.09883593404409
"Neoechinorhynchus rutili",2,"2larv",1,1,NA,"larva",4,0.0268020998797447,0.433911155901897
"Neoechinorhynchus rutili",3,"adult",6,3.13333333333333,1.18222222222222,"adult",4,2.35138265531479,1.75149657654585
"Neoechinorhynchus rutili",4,"adult",1,1,NA,"adult",4,NA,NA
"Neoechinorhynchus saginatus",1,"1larv",1,1,NA,"larva",2,0.0236840821703134,1.84758983817267
"Neoechinorhynchus saginatus",2,"adult",2,1,0,"adult",2,48.4536945503309,3.30487268461058
"Neogryporhynchus cheilancristrotus",1,"1larv",1,1,NA,"larva",3,0.0072876048384098,1.3639996519142
"Neogryporhynchus cheilancristrotus",2,"2larv",4,1.83333333333333,0.138888888888889,"larva",3,0.0156492062856964,0.484939579016937
"Neogryporhynchus cheilancristrotus",3,"adult",5,1.7,0.21,"adult",3,NA,NA
"Neoskrjabinolepis schaldybini",1,"1larv",2,1,NA,"larva",2,0.00748443870812659,1.346495023065
"Neoskrjabinolepis schaldybini",2,"adult",3,1,0,"adult",2,NA,NA
"Neostrongylus linearis",1,"1larv",14,2.8021978021978,0.576258905929236,"larva",2,NA,NA
"Neostrongylus linearis",2,"adult",2,2,0,"adult",2,NA,NA
"Nesolecithus africanus",1,"1larv",1,1,NA,"larva",2,23.4562155804556,3.39114018113136
"Nesolecithus africanus",2,"adult",1,1,NA,"adult",2,NA,NA
"Nippotaenia mogurndae",1,"1larv",1,1,NA,"larva",3,0.000667087311226351,0.0464782866832132
"Nippotaenia mogurndae",2,"adult",1,1,NA,"adult",3,NA,NA
"Nippotaenia mogurndae",3,"adult",1,1,NA,"adult",3,NA,NA
"Nybelinia surmenicola",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",3,NA,NA
"Nybelinia surmenicola",2,"2larv",7,4.73333333333333,2.46222222222222,"larva",3,37.8873073025972,0.618770492674779
"Nybelinia surmenicola",3,"adult",1,1,NA,"adult",3,NA,NA
"Obeliscoides cuniculi cuniculi",1,"adult",5,3.3,0.81,"adult",1,0.437325538389416,3.18629395038588
"Obeliscoides cuniculi multistriatus",1,"adult",4,3,1,"adult",1,0.445210705514105,3.42234632613013
"Octospinifer macilentis",1,"1larv",1,1,NA,"larva",2,0.00260045331900895,0.91204482964487
"Octospinifer macilentis",2,"adult",1,1,NA,"adult",2,NA,NA
"Octospiniferoides chandleri",1,"1larv",2,3,0,"larva",3,0.00702735072149714,1.42805727367894
"Octospiniferoides chandleri",2,"adult",2,3,0,"adult",3,0.441809740222142,1.78904253863984
"Octospiniferoides chandleri",3,"adult",1,1,NA,"adult",3,NA,NA
"Oesophagostomum asperum",1,"adult",1,1,NA,"adult",1,NA,NA
"Oesophagostomum bifurcum",1,"adult",6,2.26666666666667,0.328888888888889,"adult",1,2.42798616796343,3.59468811192079
"Oesophagostomum columbianum",1,"adult",1,1,NA,"adult",1,NA,NA
"Oesophagostomum dentatum",1,"adult",1,1,NA,"adult",1,NA,NA
"Oesophagostomum kansuensis",1,"adult",1,1,NA,"adult",1,NA,NA
"Oesophagostomum quadrispinulatum",1,"adult",1,1,NA,"adult",1,NA,NA
"Oesophagostomum radiatum",1,"adult",1,1,NA,"adult",1,NA,NA
"Oesophagostomum venulosum",1,"adult",3,2,0,"adult",1,3.1340935728237,3.65172404313127
"Ohbayashinema erbaevae",1,"adult",2,1,0,"adult",1,0.30203553285803,3.14797824309336
"Oligacanthorhynchus tortuosa",1,"1larv",1,1,NA,"larva",2,2.29681049332704,2.96652445148958
"Oligacanthorhynchus tortuosa",2,"adult",2,2,0,"adult",2,7793.35003295375,3.53025778380547
"Ollulanus tricuspis",1,"adult",8,2.82142857142857,0.718112244897959,"adult",1,NA,NA
"Onchocamallanus bagarii",1,"1larv",2,1,0,"larva",2,0.000256757629983916,0.69605569612609
"Onchocamallanus bagarii",2,"adult",1,1,NA,"adult",2,1.40954430056238,3.64201275797483
"Oncicola venezuelensis",1,"1larv",1,1,NA,"larva",3,2.74245016535856,3.66924028831384
"Oncicola venezuelensis",2,"2larv",2,1,0,"larva",3,5.85606536557181,0.496221383854393
"Oncicola venezuelensis",3,"adult",2,2,0,"adult",3,51.9451306499886,0.847619635065502
"Oochoristica anolis",1,"1larv",1,1,NA,"larva",2,0.0355107307604644,1.92302831693413
"Oochoristica anolis",2,"adult",3,1,0,"adult",2,NA,NA
"Oochoristica javaensis",1,"1larv",1,1,NA,"larva",2,NA,NA
"Oochoristica javaensis",2,"adult",13,2.19230769230769,0.360453648915187,"adult",2,NA,NA
"Oochoristica osheroffi",1,"1larv",3,3.33333333333333,0.888888888888889,"larva",2,NA,NA
"Oochoristica osheroffi",2,"adult",6,2.4,0.64,"adult",2,NA,NA
"Oochoristica scelopori",1,"1larv",1,1,NA,"larva",2,NA,NA
"Oochoristica scelopori",2,"adult",13,1.41025641025641,0.241946088099934,"adult",2,NA,NA
"Oochoristica vacuolata",1,"1larv",8,2.80952380952381,0.72562358276644,"larva",2,0.0722839628886515,2.00673338265897
"Oochoristica vacuolata",2,"adult",4,2.33333333333333,0.555555555555556,"adult",2,NA,NA
"Ophidascaris baylisi",1,"1larv",1,1,NA,"larva",2,1.10789951455554,3.95626022775338
"Ophidascaris baylisi",2,"adult",1,1,NA,"adult",2,NA,NA
"Ophidascaris labiatopapillosa",1,"1larv",5,4,0,"larva",2,NA,NA
"Ophidascaris labiatopapillosa",2,"adult",5,2.3,0.41,"adult",2,NA,NA
"Ophidascaris pyrrhus",1,"1larv",6,2.53333333333333,0.248888888888889,"larva",2,NA,NA
"Ophidascaris pyrrhus",2,"adult",21,2.12380952380952,0.232290249433107,"adult",2,NA,NA
"Ophidascaris trichuriformis",1,"1larv",2,3,0,"larva",2,0.299201838959984,2.16059568106205
"Ophidascaris trichuriformis",2,"adult",11,1.95555555555556,0.442469135802469,"adult",2,119.934261193462,2.60105773788817
"Ophiotaenia europaea",1,"1larv",1,1,NA,"larva",3,NA,NA
"Ophiotaenia europaea",2,"2larv",4,4.33333333333333,2.22222222222222,"larva",3,0.0394175772402979,0.905719781977501
"Ophiotaenia europaea",3,"adult",2,1,0,"adult",3,NA,NA
"Ophiotaenia filaroides",1,"1larv",1,1,NA,"larva",3,0.0015078275002834,0.823900844609226
"Ophiotaenia filaroides",2,"adult",1,1,NA,"adult",3,NA,NA
"Ophiotaenia filaroides",3,"adult",1,1,NA,"adult",3,NA,NA
"Ophiotaenia gracilis",1,"1larv",1,1,NA,"larva",2,NA,NA
"Ophiotaenia gracilis",2,"adult",2,1,0,"adult",2,NA,NA
"Ophiotaenia perspicua",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",3,NA,NA
"Ophiotaenia perspicua",2,"2larv",2,5,0,"larva",3,0.24243710048623,2.06160941098019
"Ophiotaenia perspicua",3,"adult",6,1.93333333333333,0.728888888888889,"adult",3,NA,NA
"Ophiotaenia ranae",1,"1larv",1,1,NA,"larva",2,0.000933448989690215,0.758563015062324
"Ophiotaenia ranae",2,"adult",1,1,NA,"adult",2,NA,NA
"Ophiotaenia saphena",1,"1larv",2,2,0,"larva",2,0.000643303010618507,0.687064521026953
"Ophiotaenia saphena",2,"adult",3,2.33333333333333,0.888888888888889,"adult",2,NA,NA
"Ophryocotyle insignis",1,"1larv",1,1,NA,"larva",2,0.142578564589295,2.12972472073951
"Ophryocotyle insignis",2,"adult",3,2.33333333333333,0.888888888888889,"adult",2,NA,NA
"Ophryocotyle proteus",1,"1larv",1,1,NA,"larva",2,NA,NA
"Ophryocotyle proteus",2,"adult",6,2.53333333333333,1.18222222222222,"adult",2,NA,NA
"Ornithostrongylus quadriradiatus",1,"adult",3,2,0,"adult",1,NA,NA
"Oslerus osleri",1,"adult",5,1.4,0.24,"adult",1,NA,NA
"Oslerus rostratus",1,"1larv",9,3.42857142857143,0.316326530612245,"larva",3,0.000377216992397584,0.684821722214256
"Oslerus rostratus",2,"2larv",3,4,2,"larva",3,NA,NA
"Oslerus rostratus",3,"adult",2,2,0,"adult",3,NA,NA
"Ostertagia ostertagi",1,"adult",2,2,0,"adult",1,0.0915344710229825,2.23609035091324
"Oswaldocruzia filiformis",1,"adult",13,3.93589743589744,1.08563445101907,"adult",1,NA,NA
"Otostrongylus circumlitus",1,"1larv",3,4,0,"larva",2,0.00150066934215229,1.07137029932862
"Otostrongylus circumlitus",2,"adult",8,1.85714285714286,0.122448979591837,"adult",2,13.5049705988697,3.91575569976837
"Oxyspirura mansoni",1,"1larv",1,NA,NA,"larva",2,0.122250541654655,3.61684707120238
"Oxyspirura mansoni",2,"adult",9,2.85714285714286,1.05102040816327,"adult",2,1.56828237424509,1.14067547784481
"Oxyuris equi",1,"adult",1,1,NA,"adult",1,NA,NA
"Pallisentis nagpurensis",1,"1larv",1,1,NA,"larva",3,0.00759417683026113,1.13102919615666
"Pallisentis nagpurensis",2,"2larv",5,4,0,"larva",3,NA,NA
"Pallisentis nagpurensis",3,"adult",1,NA,NA,"adult",3,NA,NA
"Parabisaccanthes philactes",1,"1larv",4,2,0,"larva",2,0.00751568446506042,1.31310164252636
"Parabisaccanthes philactes",2,"adult",1,1,NA,"adult",2,NA,NA
"Paracamallanus cyathopharynx",1,"1larv",1,1,NA,"larva",2,0.0004238209747972,1.05807273843581
"Paracamallanus cyathopharynx",2,"adult",2,1,0,"adult",2,0.215997247220439,2.66843923888042
"Paracamallanus sweeti",1,"1larv",2,1,0,"larva",3,0.000552021811532877,1.16385680263867
"Paracamallanus sweeti",2,"2larv",4,3.16666666666667,1.13888888888889,"larva",3,0.00014638565128667,0.0958654381087349
"Paracamallanus sweeti",3,"adult",1,1,NA,"adult",3,0.0838188826613914,2.05848222125051
"Paracapillaria philippinensis",1,"1larv",9,3.75,0.409722222222222,"larva",2,NA,NA
"Paracapillaria philippinensis",2,"adult",7,3.9047619047619,1.89569160997732,"adult",2,NA,NA
"Parachristianella monomegacantha",1,"1larv",1,1,NA,"larva",3,0.0213680660321666,1.97197127639976
"Parachristianella monomegacantha",2,"2larv",3,2.33333333333333,0.888888888888889,"larva",3,2.91980155050657,2.13413151288776
"Parachristianella monomegacantha",3,"adult",1,1,NA,"adult",3,NA,NA
"Paracuaria adunca",1,"1larv",7,3.4,0.506666666666667,"larva",3,0.0118745539511275,1.46066328451645
"Paracuaria adunca",2,"2larv",8,3.64285714285714,0.51530612244898,"larva",3,NA,NA
"Paracuaria adunca",3,"adult",4,2.5,2.25,"adult",3,NA,NA
"Paradilepis scolecina",1,"1larv",1,1,NA,"larva",3,0.0313411500857578,1.89047272360268
"Paradilepis scolecina",2,"2larv",10,2.37777777777778,0.679506172839506,"larva",3,0.071360433058886,0.511561524770105
"Paradilepis scolecina",3,"adult",1,1,NA,"adult",3,NA,NA
"Parafilaroides decorus",1,"1larv",1,1,NA,"larva",2,7.1102095732371e-05,0.381446788723913
"Parafilaroides decorus",2,"adult",2,2,0,"adult",2,0.332564634570846,3.43694966571381
"Parafilaroides gymnurus",1,"1larv",3,1,NA,"larva",2,5.41827343371978e-05,0.354062734470967
"Parafilaroides gymnurus",2,"adult",4,2,0,"adult",2,0.30083477994038,3.49083324348006
"Paranoplocephala macrocephala",1,"1larv",4,3,0,"larva",2,NA,NA
"Paranoplocephala macrocephala",2,"adult",7,1.80952380952381,0.72562358276644,"adult",2,NA,NA
"Paranoplocephala omphalodes",1,"1larv",2,1,0,"larva",2,0.0062491513867657,0.993751050722998
"Paranoplocephala omphalodes",2,"adult",7,1.28571428571429,0.204081632653061,"adult",2,NA,NA
"Paraquimperia tenerrima",1,"1larv",1,1,NA,"larva",2,NA,NA
"Paraquimperia tenerrima",2,"adult",1,1,NA,"adult",2,NA,NA
"Parascaris equorum",1,"adult",2,1,0,"adult",1,NA,NA
"Parasciurotaenia ryjikovi",1,"1larv",3,3,0,"larva",2,NA,NA
"Parasciurotaenia ryjikovi",2,"adult",2,1,0,"adult",2,NA,NA
"Paraspiralatus sakeri",1,"1larv",1,1,NA,"larva",3,0.0139738523989745,1.34650859406381
"Paraspiralatus sakeri",2,"2larv",5,4.3,0.81,"larva",3,1.13712044067965,1.89603349771443
"Paraspiralatus sakeri",3,"adult",2,1,0,"adult",3,3.09974041673433,0.567182106607685
"Paratenuisentis ambiguus",1,"1larv",1,1,NA,"larva",2,0.50395100643333,3.07430679886623
"Paratenuisentis ambiguus",2,"adult",2,1,0,"adult",2,3.8759830442536,0.938755247895179
"Parelaphostrongylus andersoni",1,"1larv",5,1.6,0.24,"larva",2,0.00121095263629598,1.13097190191297
"Parelaphostrongylus andersoni",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,0.368505584650944,2.45148257669966
"Parelaphostrongylus odocoilei",1,"1larv",8,2.85714285714286,0.26530612244898,"larva",2,0.00109106597870313,1.0543770503163
"Parelaphostrongylus odocoilei",2,"adult",4,2.5,0.25,"adult",2,1.21275804082584,3.00623611589007
"Parelaphostrongylus tenuis",1,"1larv",15,2.87179487179487,0.239973701512163,"larva",2,0.00193123169700021,1.31859868448567
"Parelaphostrongylus tenuis",2,"adult",5,1.9,0.09,"adult",2,2.64588683736968,3.11569861335307
"Paricterotaenia paradoxa",1,"1larv",1,1,NA,"larva",2,NA,NA
"Paricterotaenia paradoxa",2,"adult",2,3,0,"adult",2,NA,NA
"Paricterotaenia porosa",1,"1larv",4,1,0,"larva",2,NA,NA
"Paricterotaenia porosa",2,"adult",6,1,0,"adult",2,NA,NA
"Paruterina candelabraria",1,"1larv",9,2.88888888888889,0.598765432098765,"larva",2,0.250968799485776,3.00871817865221
"Paruterina candelabraria",2,"adult",6,2.4,0.24,"adult",2,NA,NA
"Paruterina rauschi",1,"1larv",3,3,0,"larva",2,0.12680618885447,2.69380754556007
"Paruterina rauschi",2,"adult",3,1.66666666666667,0.222222222222222,"adult",2,NA,NA
"Passalurus ambiguus",1,"adult",4,1.83333333333333,0.138888888888889,"adult",1,2.09055640341974,2.9303598591578
"Passerilepis serpentulus",1,"1larv",1,1,NA,"larva",2,0.040619484013977,1.44909253111942
"Passerilepis serpentulus",2,"adult",13,2.62820512820513,0.951512163050625,"adult",2,NA,NA
"Passerilepis stylosa",1,"1larv",2,4,0,"larva",2,0.0680725532167592,1.74599234346012
"Passerilepis stylosa",2,"adult",6,1.73333333333333,0.195555555555556,"adult",2,NA,NA
"Paulisentis fractus",1,"1larv",1,1,NA,"larva",2,0.000600315944600186,0.588525717875629
"Paulisentis fractus",2,"adult",1,1,NA,"adult",2,1.56350410433888,3.28639825199324
"Paulisentis missouriensis",1,"1larv",1,1,NA,"larva",3,0.00266101047573998,1.20149769030854
"Paulisentis missouriensis",2,"adult",1,1,NA,"adult",3,5.27858001794781,3.26949997921576
"Paulisentis missouriensis",3,"adult",1,1,NA,"adult",3,NA,NA
"Pearsonema mucronata",1,"1larv",1,1,NA,"larva",2,NA,NA
"Pearsonema mucronata",2,"adult",6,1.73333333333333,0.195555555555556,"adult",2,NA,NA
"Pearsonema plica",1,"1larv",3,1.66666666666667,0.222222222222222,"larva",2,9.78409762052373e-07,0.0180807549428792
"Pearsonema plica",2,"adult",7,2.57142857142857,0.530612244897959,"adult",2,0.239247949460572,3.99879423463664
"Pharurus pallasii",1,"1larv",2,4,0,"larva",2,NA,NA
"Pharurus pallasii",2,"adult",1,1,NA,"adult",2,NA,NA
"Philometra abdominalis",1,"1larv",4,1.83333333333333,0.138888888888889,"larva",2,-0.00011505580438948,-0.31363059191546
"Philometra abdominalis",2,"adult",5,1.9,0.09,"adult",2,85.7673342801742,5.89725981338048
"Philometra cylindracea",1,"1larv",1,1,NA,"larva",2,NA,NA
"Philometra cylindracea",2,"adult",1,1,NA,"adult",2,NA,NA
